KOD WOJ.,WOJEWÓDZTWO,IMIĘ PIERWSZE,PŁEĆ,LICZBA WYSTĄPIEŃ
32,ZACHODNIOPOMORSKIE,FLORA,KOBIETA,2
32,ZACHODNIOPOMORSKIE,SOFIJA,KOBIETA,2
32,ZACHODNIOPOMORSKIE,BOŻENA,KOBIETA,2
32,ZACHODNIOPOMORSKIE,MARINA,KOBIETA,2
32,ZACHODNIOPOMORSKIE,INES,KOBIETA,2
32,ZACHODNIOPOMORSKIE,EMILIIA,KOBIETA,2
32,ZACHODNIOPOMORSKIE,STELLA,KOBIETA,2
32,ZACHODNIOPOMORSKIE,ULA,KOBIETA,2
32,ZACHODNIOPOMORSKIE,KLEMENTYNA,KOBIETA,2
32,ZACHODNIOPOMORSKIE,MARGARITA,KOBIETA,2
32,ZACHODNIOPOMORSKIE,LUNA,KOBIETA,2
32,ZACHODNIOPOMORSKIE,MAYA,KOBIETA,2
32,ZACHODNIOPOMORSKIE,KONSTANCJA,KOBIETA,2
