WOJ,WOJEWÓDZTWO,IMIĘ_PIERWSZE,PŁEĆ,LICZBA_WYSTĄPIEŃ
02,DOLNOŚLĄSKIE,KORNELIA,KOBIETA,113
02,DOLNOŚLĄSKIE,BLANKA,KOBIETA,112
02,DOLNOŚLĄSKIE,NINA,KOBIETA,106
02,DOLNOŚLĄSKIE,MIA,KOBIETA,105
02,DOLNOŚLĄSKIE,MARTYNA,KOBIETA,98
02,DOLNOŚLĄSKIE,LILIANNA,KOBIETA,98
02,DOLNOŚLĄSKIE,KAROLINA,KOBIETA,97
02,DOLNOŚLĄSKIE,BARBARA,KOBIETA,91
02,DOLNOŚLĄSKIE,MATYLDA,KOBIETA,87
02,DOLNOŚLĄSKIE,WERONIKA,KOBIETA,85
02,DOLNOŚLĄSKIE,ANIELA,KOBIETA,81
02,DOLNOŚLĄSKIE,RÓŻA,KOBIETA,78
02,DOLNOŚLĄSKIE,NIKOLA,KOBIETA,72
02,DOLNOŚLĄSKIE,KALINA,KOBIETA,70
02,DOLNOŚLĄSKIE,GAJA,KOBIETA,69
02,DOLNOŚLĄSKIE,AGATA,KOBIETA,68
02,DOLNOŚLĄSKIE,SARA,KOBIETA,68
02,DOLNOŚLĄSKIE,JOANNA,KOBIETA,67
02,DOLNOŚLĄSKIE,BIANKA,KOBIETA,66
02,DOLNOŚLĄSKIE,AURELIA,KOBIETA,56
02,DOLNOŚLĄSKIE,MAŁGORZATA,KOBIETA,55
02,DOLNOŚLĄSKIE,MAGDALENA,KOBIETA,53
02,DOLNOŚLĄSKIE,MARIANNA,KOBIETA,52
02,DOLNOŚLĄSKIE,LIWIA,KOBIETA,52
02,DOLNOŚLĄSKIE,ELIZA,KOBIETA,50
02,DOLNOŚLĄSKIE,ROZALIA,KOBIETA,49
02,DOLNOŚLĄSKIE,KINGA,KOBIETA,49
02,DOLNOŚLĄSKIE,ADRIANNA,KOBIETA,48
02,DOLNOŚLĄSKIE,IDA,KOBIETA,44
02,DOLNOŚLĄSKIE,DOMINIKA,KOBIETA,44
02,DOLNOŚLĄSKIE,MELANIA,KOBIETA,44
02,DOLNOŚLĄSKIE,LIDIA,KOBIETA,43
02,DOLNOŚLĄSKIE,KATARZYNA,KOBIETA,40
02,DOLNOŚLĄSKIE,EWA,KOBIETA,40
02,DOLNOŚLĄSKIE,URSZULA,KOBIETA,38
02,DOLNOŚLĄSKIE,MARTA,KOBIETA,34
02,DOLNOŚLĄSKIE,WANDA,KOBIETA,33
02,DOLNOŚLĄSKIE,JAGNA,KOBIETA,31
02,DOLNOŚLĄSKIE,APOLONIA,KOBIETA,31
02,DOLNOŚLĄSKIE,IZABELA,KOBIETA,29
02,DOLNOŚLĄSKIE,ZOJA,KOBIETA,27
02,DOLNOŚLĄSKIE,DIANA,KOBIETA,26
02,DOLNOŚLĄSKIE,MARIKA,KOBIETA,24
02,DOLNOŚLĄSKIE,PAULINA,KOBIETA,24
02,DOLNOŚLĄSKIE,ELENA,KOBIETA,23
02,DOLNOŚLĄSKIE,SOFIA,KOBIETA,23
02,DOLNOŚLĄSKIE,EMMA,KOBIETA,22
02,DOLNOŚLĄSKIE,MALWINA,KOBIETA,21
02,DOLNOŚLĄSKIE,DARIA,KOBIETA,20
02,DOLNOŚLĄSKIE,ELŻBIETA,KOBIETA,20
02,DOLNOŚLĄSKIE,TOLA,KOBIETA,20
02,DOLNOŚLĄSKIE,OLGA,KOBIETA,20
02,DOLNOŚLĄSKIE,KLAUDIA,KOBIETA,19
02,DOLNOŚLĄSKIE,JAŚMINA,KOBIETA,18
02,DOLNOŚLĄSKIE,ADA,KOBIETA,18
02,DOLNOŚLĄSKIE,STEFANIA,KOBIETA,18
02,DOLNOŚLĄSKIE,OLIVIA,KOBIETA,18
02,DOLNOŚLĄSKIE,INGA,KOBIETA,18
02,DOLNOŚLĄSKIE,DOROTA,KOBIETA,18
02,DOLNOŚLĄSKIE,PATRYCJA,KOBIETA,17
02,DOLNOŚLĄSKIE,LILA,KOBIETA,17
02,DOLNOŚLĄSKIE,LIVIA,KOBIETA,16
02,DOLNOŚLĄSKIE,FELICJA,KOBIETA,16
02,DOLNOŚLĄSKIE,KAMILA,KOBIETA,16
02,DOLNOŚLĄSKIE,LUIZA,KOBIETA,15
02,DOLNOŚLĄSKIE,LARA,KOBIETA,15
02,DOLNOŚLĄSKIE,ADELA,KOBIETA,15
02,DOLNOŚLĄSKIE,MARLENA,KOBIETA,15
02,DOLNOŚLĄSKIE,MONIKA,KOBIETA,15
02,DOLNOŚLĄSKIE,JADWIGA,KOBIETA,15
02,DOLNOŚLĄSKIE,MILANA,KOBIETA,15
02,DOLNOŚLĄSKIE,LILIA,KOBIETA,14
02,DOLNOŚLĄSKIE,EWELINA,KOBIETA,14
02,DOLNOŚLĄSKIE,ALINA,KOBIETA,14
02,DOLNOŚLĄSKIE,CELINA,KOBIETA,14
02,DOLNOŚLĄSKIE,VICTORIA,KOBIETA,13
02,DOLNOŚLĄSKIE,SANDRA,KOBIETA,13
02,DOLNOŚLĄSKIE,NOEMI,KOBIETA,13
02,DOLNOŚLĄSKIE,NEL,KOBIETA,12
02,DOLNOŚLĄSKIE,NATASZA,KOBIETA,12
02,DOLNOŚLĄSKIE,TERESA,KOBIETA,12
02,DOLNOŚLĄSKIE,STELLA,KOBIETA,12
02,DOLNOŚLĄSKIE,INKA,KOBIETA,11
02,DOLNOŚLĄSKIE,KARINA,KOBIETA,11
02,DOLNOŚLĄSKIE,RITA,KOBIETA,11
02,DOLNOŚLĄSKIE,MIRIAM,KOBIETA,10
02,DOLNOŚLĄSKIE,JANA,KOBIETA,10
02,DOLNOŚLĄSKIE,OTYLIA,KOBIETA,10
02,DOLNOŚLĄSKIE,JULIANNA,KOBIETA,10
02,DOLNOŚLĄSKIE,ESTERA,KOBIETA,10
02,DOLNOŚLĄSKIE,DAGMARA,KOBIETA,10
02,DOLNOŚLĄSKIE,JANINA,KOBIETA,10
02,DOLNOŚLĄSKIE,AURORA,KOBIETA,9
02,DOLNOŚLĄSKIE,JULITA,KOBIETA,9
02,DOLNOŚLĄSKIE,KRYSTYNA,KOBIETA,9
02,DOLNOŚLĄSKIE,LEA,KOBIETA,9
02,DOLNOŚLĄSKIE,VANESSA,KOBIETA,8
02,DOLNOŚLĄSKIE,JUSTYNA,KOBIETA,8
02,DOLNOŚLĄSKIE,SOFIIA,KOBIETA,8
02,DOLNOŚLĄSKIE,AGNIESZKA,KOBIETA,8
02,DOLNOŚLĄSKIE,JUDYTA,KOBIETA,7
02,DOLNOŚLĄSKIE,IZABELLA,KOBIETA,7
02,DOLNOŚLĄSKIE,DALIA,KOBIETA,7
02,DOLNOŚLĄSKIE,OKTAWIA,KOBIETA,7
02,DOLNOŚLĄSKIE,ROKSANA,KOBIETA,7
02,DOLNOŚLĄSKIE,MILA,KOBIETA,7
02,DOLNOŚLĄSKIE,OLIMPIA,KOBIETA,7
02,DOLNOŚLĄSKIE,KONSTANCJA,KOBIETA,7
02,DOLNOŚLĄSKIE,MARIETTA,KOBIETA,7
02,DOLNOŚLĄSKIE,IDALIA,KOBIETA,6
02,DOLNOŚLĄSKIE,LUCYNA,KOBIETA,6
02,DOLNOŚLĄSKIE,MALINA,KOBIETA,6
02,DOLNOŚLĄSKIE,LAILA,KOBIETA,6
02,DOLNOŚLĄSKIE,MAYA,KOBIETA,6
02,DOLNOŚLĄSKIE,JOWITA,KOBIETA,6
02,DOLNOŚLĄSKIE,SABINA,KOBIETA,6
02,DOLNOŚLĄSKIE,ADRIANA,KOBIETA,6
02,DOLNOŚLĄSKIE,DANUTA,KOBIETA,6
02,DOLNOŚLĄSKIE,KLEMENTYNA,KOBIETA,6
02,DOLNOŚLĄSKIE,INES,KOBIETA,6
02,DOLNOŚLĄSKIE,ANASTASIA,KOBIETA,5
02,DOLNOŚLĄSKIE,ZLATA,KOBIETA,5
02,DOLNOŚLĄSKIE,SYLWIA,KOBIETA,5
02,DOLNOŚLĄSKIE,VIKTORIA,KOBIETA,5
02,DOLNOŚLĄSKIE,GLORIA,KOBIETA,5
02,DOLNOŚLĄSKIE,PAULA,KOBIETA,5
02,DOLNOŚLĄSKIE,MIRA,KOBIETA,5
02,DOLNOŚLĄSKIE,FRANCISZKA,KOBIETA,5
02,DOLNOŚLĄSKIE,NELIA,KOBIETA,5
02,DOLNOŚLĄSKIE,NICOLE,KOBIETA,5
02,DOLNOŚLĄSKIE,JÓZEFINA,KOBIETA,4
02,DOLNOŚLĄSKIE,JOLANTA,KOBIETA,4
02,DOLNOŚLĄSKIE,VERONIKA,KOBIETA,4
02,DOLNOŚLĄSKIE,AMANDA,KOBIETA,4
02,DOLNOŚLĄSKIE,ANTONIA,KOBIETA,4
02,DOLNOŚLĄSKIE,IRENA,KOBIETA,4
02,DOLNOŚLĄSKIE,ANITA,KOBIETA,4
02,DOLNOŚLĄSKIE,ILONA,KOBIETA,4
02,DOLNOŚLĄSKIE,DOBROMIŁA,KOBIETA,4
02,DOLNOŚLĄSKIE,NICOL,KOBIETA,4
02,DOLNOŚLĄSKIE,SOPHIA,KOBIETA,4
02,DOLNOŚLĄSKIE,EVA,KOBIETA,4
02,DOLNOŚLĄSKIE,NICOLA,KOBIETA,4
02,DOLNOŚLĄSKIE,MAGDA,KOBIETA,4
02,DOLNOŚLĄSKIE,JESSICA,KOBIETA,4
02,DOLNOŚLĄSKIE,EDYTA,KOBIETA,4
02,DOLNOŚLĄSKIE,HANA,KOBIETA,4
02,DOLNOŚLĄSKIE,LUNA,KOBIETA,4
02,DOLNOŚLĄSKIE,INEZ,KOBIETA,4
02,DOLNOŚLĄSKIE,KIRA,KOBIETA,4
02,DOLNOŚLĄSKIE,ZOE,KOBIETA,4
02,DOLNOŚLĄSKIE,BIANCA,KOBIETA,3
02,DOLNOŚLĄSKIE,DOBROSŁAWA,KOBIETA,3
02,DOLNOŚLĄSKIE,GABRIELLA,KOBIETA,3
02,DOLNOŚLĄSKIE,LILI,KOBIETA,3
02,DOLNOŚLĄSKIE,LIA,KOBIETA,3
02,DOLNOŚLĄSKIE,EMANUELA,KOBIETA,3
02,DOLNOŚLĄSKIE,WANESSA,KOBIETA,3
02,DOLNOŚLĄSKIE,CARMEN,KOBIETA,3
02,DOLNOŚLĄSKIE,LILLA,KOBIETA,3
02,DOLNOŚLĄSKIE,LINDA,KOBIETA,3
02,DOLNOŚLĄSKIE,LILLI,KOBIETA,3
02,DOLNOŚLĄSKIE,MELISA,KOBIETA,3
02,DOLNOŚLĄSKIE,KAYA,KOBIETA,3
02,DOLNOŚLĄSKIE,NELLA,KOBIETA,3
02,DOLNOŚLĄSKIE,INA,KOBIETA,3
02,DOLNOŚLĄSKIE,ANGELIKA,KOBIETA,3
02,DOLNOŚLĄSKIE,JASMINA,KOBIETA,3
02,DOLNOŚLĄSKIE,ELEONORA,KOBIETA,3
02,DOLNOŚLĄSKIE,IRMINA,KOBIETA,3
02,DOLNOŚLĄSKIE,YUNA,KOBIETA,3
02,DOLNOŚLĄSKIE,LETYCJA,KOBIETA,3
02,DOLNOŚLĄSKIE,ALEXANDRA,KOBIETA,3
02,DOLNOŚLĄSKIE,SOFIJA,KOBIETA,3
02,DOLNOŚLĄSKIE,DANIELA,KOBIETA,3
02,DOLNOŚLĄSKIE,ANDŻELIKA,KOBIETA,2
02,DOLNOŚLĄSKIE,LUKRECJA,KOBIETA,2
02,DOLNOŚLĄSKIE,SOLOMIIA,KOBIETA,2
02,DOLNOŚLĄSKIE,ESMERALDA,KOBIETA,2
02,DOLNOŚLĄSKIE,MARIIA,KOBIETA,2
02,DOLNOŚLĄSKIE,ORIANA,KOBIETA,2
02,DOLNOŚLĄSKIE,BEATA,KOBIETA,2
02,DOLNOŚLĄSKIE,NELLY,KOBIETA,2
02,DOLNOŚLĄSKIE,HALSZKA,KOBIETA,2
02,DOLNOŚLĄSKIE,KATERYNA,KOBIETA,2
02,DOLNOŚLĄSKIE,LEONIE,KOBIETA,2
02,DOLNOŚLĄSKIE,NOELIA,KOBIETA,2
02,DOLNOŚLĄSKIE,VIKTORIIA,KOBIETA,2
02,DOLNOŚLĄSKIE,ABIGAIL,KOBIETA,2
02,DOLNOŚLĄSKIE,YASMIN,KOBIETA,2
02,DOLNOŚLĄSKIE,ANA,KOBIETA,2
02,DOLNOŚLĄSKIE,NIKOL,KOBIETA,2
02,DOLNOŚLĄSKIE,MAIIA,KOBIETA,2
02,DOLNOŚLĄSKIE,MARITA,KOBIETA,2
02,DOLNOŚLĄSKIE,MELISSA,KOBIETA,2
02,DOLNOŚLĄSKIE,RUTA,KOBIETA,2
02,DOLNOŚLĄSKIE,ALISA,KOBIETA,2
02,DOLNOŚLĄSKIE,ELLA,KOBIETA,2
02,DOLNOŚLĄSKIE,TEODOZJA,KOBIETA,2
02,DOLNOŚLĄSKIE,DARYNA,KOBIETA,2
02,DOLNOŚLĄSKIE,MARCELA,KOBIETA,2
02,DOLNOŚLĄSKIE,ROMA,KOBIETA,2
02,DOLNOŚLĄSKIE,BRONISŁAWA,KOBIETA,2
02,DOLNOŚLĄSKIE,LEYLA,KOBIETA,2
02,DOLNOŚLĄSKIE,MIRELLA,KOBIETA,2
02,DOLNOŚLĄSKIE,MICHELLE,KOBIETA,2
02,DOLNOŚLĄSKIE,EMI,KOBIETA,2
02,DOLNOŚLĄSKIE,PAMELA,KOBIETA,2
02,DOLNOŚLĄSKIE,MIIA,KOBIETA,2
02,DOLNOŚLĄSKIE,ALICE,KOBIETA,2
02,DOLNOŚLĄSKIE,ANGELINA,KOBIETA,2
02,DOLNOŚLĄSKIE,ARIANA,KOBIETA,2
02,DOLNOŚLĄSKIE,CHARLOTTE,KOBIETA,2
02,DOLNOŚLĄSKIE,ELIZABETH,KOBIETA,2
02,DOLNOŚLĄSKIE,BOGNA,KOBIETA,2
02,DOLNOŚLĄSKIE,GAIA,KOBIETA,2
02,DOLNOŚLĄSKIE,SELENA,KOBIETA,2
02,DOLNOŚLĄSKIE,LILLY,KOBIETA,2
02,DOLNOŚLĄSKIE,EMILY,KOBIETA,2
02,DOLNOŚLĄSKIE,MARCJANNA,KOBIETA,2
02,DOLNOŚLĄSKIE,LEIA,KOBIETA,2
02,DOLNOŚLĄSKIE,ARINA,KOBIETA,2
02,DOLNOŚLĄSKIE,HIACYNTA,KOBIETA,2
02,DOLNOŚLĄSKIE,EULALIA,KOBIETA,2
02,DOLNOŚLĄSKIE,VALERIA,KOBIETA,2
02,DOLNOŚLĄSKIE,NASTIA,KOBIETA,2
02,DOLNOŚLĄSKIE,ANABELLA,KOBIETA,2
02,DOLNOŚLĄSKIE,FLORENTYNA,KOBIETA,2
02,DOLNOŚLĄSKIE,SONIA,KOBIETA,2
02,DOLNOŚLĄSKIE,HONORATA,KOBIETA,2
02,DOLNOŚLĄSKIE,RADOCHNA,KOBIETA,2
02,DOLNOŚLĄSKIE,OLEKSANDRA,KOBIETA,2
02,DOLNOŚLĄSKIE,POLINA,KOBIETA,2
02,DOLNOŚLĄSKIE,ISABELLA,KOBIETA,2
02,DOLNOŚLĄSKIE,MARINA,KOBIETA,2
02,DOLNOŚLĄSKIE,DOBRAWA,KOBIETA,2
02,DOLNOŚLĄSKIE,KASANDRA,KOBIETA,2
02,DOLNOŚLĄSKIE,ALENA,KOBIETA,2
04,KUJAWSKO-POMORSKIE,ZUZANNA,KOBIETA,403
04,KUJAWSKO-POMORSKIE,ZOFIA,KOBIETA,385
04,KUJAWSKO-POMORSKIE,JULIA,KOBIETA,361
04,KUJAWSKO-POMORSKIE,LENA,KOBIETA,352
04,KUJAWSKO-POMORSKIE,MAJA,KOBIETA,318
04,KUJAWSKO-POMORSKIE,HANNA,KOBIETA,296
04,KUJAWSKO-POMORSKIE,ALICJA,KOBIETA,276
04,KUJAWSKO-POMORSKIE,LAURA,KOBIETA,268
04,KUJAWSKO-POMORSKIE,OLIWIA,KOBIETA,247
04,KUJAWSKO-POMORSKIE,MARIA,KOBIETA,238
04,KUJAWSKO-POMORSKIE,AMELIA,KOBIETA,232
04,KUJAWSKO-POMORSKIE,MARCELINA,KOBIETA,211
04,KUJAWSKO-POMORSKIE,POLA,KOBIETA,205
04,KUJAWSKO-POMORSKIE,ANTONINA,KOBIETA,196
04,KUJAWSKO-POMORSKIE,IGA,KOBIETA,187
04,KUJAWSKO-POMORSKIE,WIKTORIA,KOBIETA,183
04,KUJAWSKO-POMORSKIE,LILIANA,KOBIETA,164
04,KUJAWSKO-POMORSKIE,EMILIA,KOBIETA,157
04,KUJAWSKO-POMORSKIE,KLARA,KOBIETA,156
04,KUJAWSKO-POMORSKIE,GABRIELA,KOBIETA,155
04,KUJAWSKO-POMORSKIE,BLANKA,KOBIETA,143
04,KUJAWSKO-POMORSKIE,HELENA,KOBIETA,137
04,KUJAWSKO-POMORSKIE,KORNELIA,KOBIETA,136
04,KUJAWSKO-POMORSKIE,ALEKSANDRA,KOBIETA,132
04,KUJAWSKO-POMORSKIE,NADIA,KOBIETA,129
04,KUJAWSKO-POMORSKIE,MICHALINA,KOBIETA,126
04,KUJAWSKO-POMORSKIE,AGATA,KOBIETA,113
04,KUJAWSKO-POMORSKIE,ANNA,KOBIETA,106
04,KUJAWSKO-POMORSKIE,ANASTAZJA,KOBIETA,106
04,KUJAWSKO-POMORSKIE,JAGODA,KOBIETA,105
04,KUJAWSKO-POMORSKIE,MARTYNA,KOBIETA,98
04,KUJAWSKO-POMORSKIE,LILIANNA,KOBIETA,97
04,KUJAWSKO-POMORSKIE,NINA,KOBIETA,90
04,KUJAWSKO-POMORSKIE,ŁUCJA,KOBIETA,82
04,KUJAWSKO-POMORSKIE,NATALIA,KOBIETA,75
04,KUJAWSKO-POMORSKIE,WERONIKA,KOBIETA,73
04,KUJAWSKO-POMORSKIE,KAJA,KOBIETA,71
04,KUJAWSKO-POMORSKIE,NELA,KOBIETA,69
04,KUJAWSKO-POMORSKIE,BARBARA,KOBIETA,67
04,KUJAWSKO-POMORSKIE,MIA,KOBIETA,65
04,KUJAWSKO-POMORSKIE,ELIZA,KOBIETA,64
04,KUJAWSKO-POMORSKIE,MATYLDA,KOBIETA,63
04,KUJAWSKO-POMORSKIE,NIKOLA,KOBIETA,63
04,KUJAWSKO-POMORSKIE,LIWIA,KOBIETA,55
04,KUJAWSKO-POMORSKIE,ROZALIA,KOBIETA,52
04,KUJAWSKO-POMORSKIE,SARA,KOBIETA,50
04,KUJAWSKO-POMORSKIE,ANIELA,KOBIETA,50
04,KUJAWSKO-POMORSKIE,OLGA,KOBIETA,43
04,KUJAWSKO-POMORSKIE,LIDIA,KOBIETA,43
04,KUJAWSKO-POMORSKIE,ADRIANNA,KOBIETA,42
04,KUJAWSKO-POMORSKIE,KINGA,KOBIETA,41
04,KUJAWSKO-POMORSKIE,URSZULA,KOBIETA,41
04,KUJAWSKO-POMORSKIE,MILENA,KOBIETA,41
04,KUJAWSKO-POMORSKIE,MARTA,KOBIETA,40
04,KUJAWSKO-POMORSKIE,KAROLINA,KOBIETA,38
04,KUJAWSKO-POMORSKIE,MAGDALENA,KOBIETA,38
04,KUJAWSKO-POMORSKIE,IZABELA,KOBIETA,37
04,KUJAWSKO-POMORSKIE,KALINA,KOBIETA,36
04,KUJAWSKO-POMORSKIE,MELANIA,KOBIETA,34
04,KUJAWSKO-POMORSKIE,GAJA,KOBIETA,32
04,KUJAWSKO-POMORSKIE,BIANKA,KOBIETA,30
04,KUJAWSKO-POMORSKIE,RÓŻA,KOBIETA,30
04,KUJAWSKO-POMORSKIE,DOMINIKA,KOBIETA,27
04,KUJAWSKO-POMORSKIE,KATARZYNA,KOBIETA,26
04,KUJAWSKO-POMORSKIE,IDA,KOBIETA,26
04,KUJAWSKO-POMORSKIE,LUIZA,KOBIETA,26
04,KUJAWSKO-POMORSKIE,KLAUDIA,KOBIETA,24
04,KUJAWSKO-POMORSKIE,PAULINA,KOBIETA,23
04,KUJAWSKO-POMORSKIE,MARIANNA,KOBIETA,23
04,KUJAWSKO-POMORSKIE,JOANNA,KOBIETA,22
04,KUJAWSKO-POMORSKIE,INGA,KOBIETA,22
04,KUJAWSKO-POMORSKIE,DOROTA,KOBIETA,21
04,KUJAWSKO-POMORSKIE,APOLONIA,KOBIETA,21
04,KUJAWSKO-POMORSKIE,ZOJA,KOBIETA,20
04,KUJAWSKO-POMORSKIE,MARIKA,KOBIETA,20
04,KUJAWSKO-POMORSKIE,WANDA,KOBIETA,20
04,KUJAWSKO-POMORSKIE,JAGNA,KOBIETA,19
04,KUJAWSKO-POMORSKIE,PATRYCJA,KOBIETA,19
04,KUJAWSKO-POMORSKIE,ADA,KOBIETA,19
04,KUJAWSKO-POMORSKIE,MALWINA,KOBIETA,18
04,KUJAWSKO-POMORSKIE,MAŁGORZATA,KOBIETA,17
04,KUJAWSKO-POMORSKIE,AURELIA,KOBIETA,17
04,KUJAWSKO-POMORSKIE,EWA,KOBIETA,16
04,KUJAWSKO-POMORSKIE,DARIA,KOBIETA,15
04,KUJAWSKO-POMORSKIE,JOWITA,KOBIETA,15
04,KUJAWSKO-POMORSKIE,ELENA,KOBIETA,14
04,KUJAWSKO-POMORSKIE,DIANA,KOBIETA,13
04,KUJAWSKO-POMORSKIE,NICOLA,KOBIETA,13
04,KUJAWSKO-POMORSKIE,SANDRA,KOBIETA,13
04,KUJAWSKO-POMORSKIE,STEFANIA,KOBIETA,12
04,KUJAWSKO-POMORSKIE,ROKSANA,KOBIETA,12
04,KUJAWSKO-POMORSKIE,JADWIGA,KOBIETA,12
04,KUJAWSKO-POMORSKIE,LARA,KOBIETA,11
04,KUJAWSKO-POMORSKIE,DAGMARA,KOBIETA,11
04,KUJAWSKO-POMORSKIE,KRYSTYNA,KOBIETA,10
04,KUJAWSKO-POMORSKIE,VANESSA,KOBIETA,10
04,KUJAWSKO-POMORSKIE,CELINA,KOBIETA,10
04,KUJAWSKO-POMORSKIE,LILIA,KOBIETA,10
04,KUJAWSKO-POMORSKIE,JULIANNA,KOBIETA,10
04,KUJAWSKO-POMORSKIE,NOEMI,KOBIETA,9
04,KUJAWSKO-POMORSKIE,JANINA,KOBIETA,9
04,KUJAWSKO-POMORSKIE,NEL,KOBIETA,9
04,KUJAWSKO-POMORSKIE,ELŻBIETA,KOBIETA,9
04,KUJAWSKO-POMORSKIE,LILA,KOBIETA,8
04,KUJAWSKO-POMORSKIE,KAMILA,KOBIETA,8
04,KUJAWSKO-POMORSKIE,RITA,KOBIETA,8
04,KUJAWSKO-POMORSKIE,EMMA,KOBIETA,8
04,KUJAWSKO-POMORSKIE,OKTAWIA,KOBIETA,8
04,KUJAWSKO-POMORSKIE,ALINA,KOBIETA,8
04,KUJAWSKO-POMORSKIE,DANUTA,KOBIETA,8
04,KUJAWSKO-POMORSKIE,SABINA,KOBIETA,8
04,KUJAWSKO-POMORSKIE,MARIETTA,KOBIETA,8
04,KUJAWSKO-POMORSKIE,LUCYNA,KOBIETA,7
04,KUJAWSKO-POMORSKIE,INES,KOBIETA,7
04,KUJAWSKO-POMORSKIE,VICTORIA,KOBIETA,7
04,KUJAWSKO-POMORSKIE,SOFIA,KOBIETA,7
04,KUJAWSKO-POMORSKIE,AMANDA,KOBIETA,7
04,KUJAWSKO-POMORSKIE,TERESA,KOBIETA,7
04,KUJAWSKO-POMORSKIE,MONIKA,KOBIETA,7
04,KUJAWSKO-POMORSKIE,LEA,KOBIETA,7
04,KUJAWSKO-POMORSKIE,SONIA,KOBIETA,7
04,KUJAWSKO-POMORSKIE,OLIVIA,KOBIETA,7
04,KUJAWSKO-POMORSKIE,AGNIESZKA,KOBIETA,6
04,KUJAWSKO-POMORSKIE,JULITA,KOBIETA,6
04,KUJAWSKO-POMORSKIE,PAULA,KOBIETA,6
04,KUJAWSKO-POMORSKIE,ADELA,KOBIETA,6
04,KUJAWSKO-POMORSKIE,MALINA,KOBIETA,6
04,KUJAWSKO-POMORSKIE,JAŚMINA,KOBIETA,6
04,KUJAWSKO-POMORSKIE,INKA,KOBIETA,5
04,KUJAWSKO-POMORSKIE,NASTIA,KOBIETA,5
04,KUJAWSKO-POMORSKIE,TOLA,KOBIETA,5
04,KUJAWSKO-POMORSKIE,IZABELLA,KOBIETA,5
04,KUJAWSKO-POMORSKIE,KARINA,KOBIETA,5
04,KUJAWSKO-POMORSKIE,ARIANA,KOBIETA,5
04,KUJAWSKO-POMORSKIE,ANGELIKA,KOBIETA,5
04,KUJAWSKO-POMORSKIE,JESSICA,KOBIETA,5
04,KUJAWSKO-POMORSKIE,NATASZA,KOBIETA,5
04,KUJAWSKO-POMORSKIE,IRENA,KOBIETA,4
04,KUJAWSKO-POMORSKIE,HONORATA,KOBIETA,4
04,KUJAWSKO-POMORSKIE,HALINA,KOBIETA,4
04,KUJAWSKO-POMORSKIE,JUSTYNA,KOBIETA,4
04,KUJAWSKO-POMORSKIE,TATIANA,KOBIETA,4
04,KUJAWSKO-POMORSKIE,LIVIA,KOBIETA,4
04,KUJAWSKO-POMORSKIE,IDALIA,KOBIETA,4
04,KUJAWSKO-POMORSKIE,LEOKADIA,KOBIETA,4
04,KUJAWSKO-POMORSKIE,ZOSIA,KOBIETA,4
04,KUJAWSKO-POMORSKIE,ANETA,KOBIETA,4
04,KUJAWSKO-POMORSKIE,KSENIA,KOBIETA,3
04,KUJAWSKO-POMORSKIE,ALISA,KOBIETA,3
04,KUJAWSKO-POMORSKIE,WANESSA,KOBIETA,3
04,KUJAWSKO-POMORSKIE,JUDYTA,KOBIETA,3
04,KUJAWSKO-POMORSKIE,MARLENA,KOBIETA,3
